full_name,H,diameter,albedo,epoch,e,a,q,i,ad,moid,condition_code,rms
   331 Etheridgea (A892 GA),9.94,74.92,0.0447,2461000.5,0.095198247758637,3.02586275586031,2.737805923544288,6.035604478516255,3.313919588176331,1.73411,0.0,0.24198
   332 Siri (A892 FH),9.67,40.37,0.1719,2461000.5,0.0914659436096207,2.771888124094638,2.51835476124402,2.838917332260225,3.025421486945255,1.50743,0.0,0.36218
   333 Badenia (A892 QA),9.59,72.199,0.047,2461000.5,0.1597628633967578,3.129674259078636,2.629668537949106,3.738775441754409,3.629679980208165,1.63059,0.0,0.23553
   334 Chicago (A892 QB),7.62,198.77,0.041,2461000.5,0.024974367619804,3.94697953874135,3.848406220752979,4.688943221980113,4.045552856729722,2.83362,0.0,0.34764
   335 Roberta (A892 RB),9.11,97.109,0.049,2461000.5,0.1715271388391121,2.476419830143823,2.051646622114813,5.102492383507683,2.901193038172833,1.03687,0.0,0.3497
   336 Lacadiera (A892 SA),9.95,63.356,0.054,2461000.5,0.0947854483214711,2.252265555036969,2.038783554663782,5.648363676214741,2.465747555410155,1.02387,0.0,0.26367
   337 Devosa (A892 SB),8.96,64.549,0.135,2461000.5,0.1372265157893269,2.383598881060252,2.056505911573016,7.859353332035274,2.710691850547489,1.08992,0.0,0.26467
   338 Budrosa (A892 SF),8.59,50.506,0.276,2461000.5,0.0175918158035293,2.91329074457889,2.862040670418131,6.038359374051971,2.964540818739648,1.87504,0.0,0.30785
   339 Dorothea (A892 SC),9.41,44.329,0.198,2461000.5,0.1021651096416084,3.009008344815908,2.701592677355276,9.957692509213324,3.316424012276539,1.69308,0.0,0.30263
   340 Eduarda (A892 SD),9.99,28.025,0.247,2461000.5,0.1182963488196325,2.746941579690549,2.421988420392323,4.665338951878603,3.071894738988774,1.43808,0.0,0.29025
   341 California (A892 SE),11.29,15.83,0.425,2461000.5,0.1945504965767092,2.199301298246549,1.771426138550881,5.665314972842115,2.627176457942216,0.767337,0.0,0.34741
   342 Endymion (A892 UA),10.24,64.266,0.035,2461000.5,0.1299339987019919,2.567688182199635,2.234058189266588,7.352460379184573,2.901318175132682,1.25697,0.0,0.26843
   343 Ostara (A892 VA),11.7,18.213,0.092,2461000.5,0.2295213966844216,2.411646666453493,1.858122155259757,3.25863357618846,2.965171177647228,0.867714,0.0,0.34151
   344 Desiderata (A892 WA),8.3,124.181,0.067,2461000.5,0.3138474551587517,2.596377517754088,1.781511041175571,18.35133398246353,3.411243994332605,0.830156,0.0,0.34339
   345 Tercidina (A892 WB),9.05,90.243,0.052,2461000.5,0.0612614739289254,2.325326249726822,2.182873336302936,9.743466148312883,2.467779163150708,1.20931,0.0,0.31495
