rowid,pl_name,hostname,pl_letter,hd_name,hip_name,tic_id,gaia_id,default_flag,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,disc_refname,disc_pubdate,disc_locale,disc_facility,disc_telescope,disc_instrument,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_cmasse,pl_cmasseerr1,pl_cmasseerr2,pl_cmasselim,pl_cmassj,pl_cmassjerr1,pl_cmassjerr2,pl_cmassjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,sy_refname,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_umag,sy_umagerr1,sy_umagerr2,sy_gmag,sy_gmagerr1,sy_gmagerr2,sy_rmag,sy_rmagerr1,sy_rmagerr2,sy_imag,sy_imagerr1,sy_imagerr2,sy_zmag,sy_zmagerr1,sy_zmagerr2,sy_w1mag,sy_w1magerr1,sy_w1magerr2,sy_w2mag,sy_w2magerr1,sy_w2magerr2,sy_w3mag,sy_w3magerr1,sy_w3magerr2,sy_w4mag,sy_w4magerr1,sy_w4magerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_icmag,sy_icmagerr1,sy_icmagerr2,sy_tmag,sy_tmagerr1,sy_tmagerr2,sy_kepmag,sy_kepmagerr1,sy_kepmagerr2,rowupdate,pl_pubdate,releasedate,pl_nnotes,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,pl_ndispec
11,14 Her b,14 Her,b,HD 145675,HIP 79248,TIC 219483057,Gaia DR2 1385293808145621504,1,1,2,0,0,Radial Velocity,2002,<a refstr=BUTLER_ET_AL__2003 href=https://ui.adsabs.harvard.edu/abs/2003ApJ...582..455B/abstract target=ref> Butler et al. 2003 </a>,2003-01,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,1765.0389,1.67709,-1.87256,0.0,2.774,0.109,-0.12,0.0,,,,,,,,,2559.47216157,518.69596022,-280.64248338,0.0,8.053,1.632,-0.883,0.0,,,,,,,,,,,,,,,,,2559.47216157,518.69596022,-280.64248338,0.0,8.053,1.632,-0.883,0.0,Mass,,,,,0.373,0.008,-0.006,0.0,,,,,,,,,144.652,6.279,-3.241,0.0,,,,,BJD,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2449614.563,5.447,-6.281,0.0,23.043,1.183,-1.105,0.0,89.582,0.963,-0.822,0.0,,,,,,,,,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,,,,,,,,,,0.91,0.113,-0.113,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h10m24.50s,242.6021014,+43d48m58.90s,43.8163621,46.94447,69.16849,62.87885,223.24717,324.5303062,0.0424169,-0.0424169,132.019,0.0385189,-0.0385189,-296.464,0.0431481,-0.0431481,17.9323,0.0073,-0.0073,55.7363,0.022596,-0.022596,7.495,0.02,-0.02,6.61935,0.023,-0.023,5.158,0.029,-0.029,4.803,0.016,-0.016,4.714,0.016,-0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.383,0.0003512,-0.0003512,,,,5.8631,0.006,-0.006,,,,2023-06-12,2022-09,2023-06-12,0.0,1.0,4.0,1.0,0.0,0.0,0.0
12,14 Her b,14 Her,b,HD 145675,HIP 79248,TIC 219483057,Gaia DR2 1385293808145621504,0,1,2,0,0,Radial Velocity,2002,<a refstr=BUTLER_ET_AL__2003 href=https://ui.adsabs.harvard.edu/abs/2003ApJ...582..455B/abstract target=ref> Butler et al. 2003 </a>,2003-01,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=NAEF_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004A&A...414..351N/abstract target=ref> Naef et al. 2004 </a>,1796.4,8.3,-8.3,0.0,2.8,,,0.0,,,,,,,,,,,,,,,,,1506.45,19.07,-19.07,0.0,4.74,0.06,-0.06,0.0,,,,,,,,,1506.45,19.07,-19.07,0.0,4.74,0.06,-0.06,0.0,Msini,,,,,0.338,0.011,-0.011,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2449582.0,12.4,-12.4,0.0,22.58,1.98,-1.98,0.0,90.3,1.0,-1.0,0.0,,,,,,,,,<a refstr=NAEF_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004A&A...414..351N/abstract target=ref> Naef et al. 2004 </a>,,5255.0,50.0,-50.0,0.0,,,,,0.9,,,0.0,0.51,0.06,-0.06,0.0,[Fe/H],-0.15,,,0.0,4.4,0.15,-0.15,0.0,3.9,,,0.0,,,,,1.0,,,1.0,,,,,-13.8226,0.0007,-0.0007,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h10m24.50s,242.6021014,+43d48m58.90s,43.8163621,46.94447,69.16849,62.87885,223.24717,324.5303062,0.0424169,-0.0424169,132.019,0.0385189,-0.0385189,-296.464,0.0431481,-0.0431481,17.9323,0.0073,-0.0073,55.7363,0.022596,-0.022596,7.495,0.02,-0.02,6.61935,0.023,-0.023,5.158,0.029,-0.029,4.803,0.016,-0.016,4.714,0.016,-0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.383,0.0003512,-0.0003512,,,,5.8631,0.006,-0.006,,,,2018-04-25,2004-01,2014-08-21,0.0,1.0,4.0,1.0,0.0,0.0,0.0
13,14 Her b,14 Her,b,HD 145675,HIP 79248,TIC 219483057,Gaia DR2 1385293808145621504,0,1,2,0,0,Radial Velocity,2002,<a refstr=BUTLER_ET_AL__2003 href=https://ui.adsabs.harvard.edu/abs/2003ApJ...582..455B/abstract target=ref> Butler et al. 2003 </a>,2003-01,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=GOZDZIEWSKI_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...645..688G/abstract target=ref> Gozdziewski et al. 2006</a>,,,,,2.73,,,0.0,,,,,,,,,,,,,,,,,1440.663,,,0.0,4.533,,,0.0,,,,,,,,,1440.663,,,0.0,4.533,,,0.0,Msini,,,,,0.357,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.88,,,0.0,,,,,,,,,,,,,<a refstr=GOZDZIEWSKI_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...645..688G/abstract target=ref> Gozdziewski et al. 2006</a>,,,,,,,,,,0.9,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h10m24.50s,242.6021014,+43d48m58.90s,43.8163621,46.94447,69.16849,62.87885,223.24717,324.5303062,0.0424169,-0.0424169,132.019,0.0385189,-0.0385189,-296.464,0.0431481,-0.0431481,17.9323,0.0073,-0.0073,55.7363,0.022596,-0.022596,7.495,0.02,-0.02,6.61935,0.023,-0.023,5.158,0.029,-0.029,4.803,0.016,-0.016,4.714,0.016,-0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.383,0.0003512,-0.0003512,,,,5.8631,0.006,-0.006,,,,2018-04-25,2006-07,2014-08-21,0.0,1.0,4.0,1.0,0.0,0.0,0.0
14,14 Her b,14 Her,b,HD 145675,HIP 79248,TIC 219483057,Gaia DR2 1385293808145621504,0,1,2,0,0,Radial Velocity,2002,<a refstr=BUTLER_ET_AL__2003 href=https://ui.adsabs.harvard.edu/abs/2003ApJ...582..455B/abstract target=ref> Butler et al. 2003 </a>,2003-01,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,1773.40002,2.5,-2.5,0.0,2.93,0.08,-0.08,0.0,,,,,,,,,,,,,,,,,1481.0878,47.6745,-47.6745,0.0,4.66,0.15,-0.15,0.0,,,,,,,,,1481.0878,47.6745,-47.6745,0.0,4.66,0.15,-0.15,0.0,Msini,,,,,0.37,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,0.5,-0.5,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5338.0,25.0,-25.0,0.0,0.93,0.01,-0.01,0.0,0.9,0.04,-0.04,0.0,0.41,,,0.0,[Fe/H],,,,,4.45,0.02,-0.02,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h10m24.50s,242.6021014,+43d48m58.90s,43.8163621,46.94447,69.16849,62.87885,223.24717,324.5303062,0.0424169,-0.0424169,132.019,0.0385189,-0.0385189,-296.464,0.0431481,-0.0431481,17.9323,0.0073,-0.0073,55.7363,0.022596,-0.022596,7.495,0.02,-0.02,6.61935,0.023,-0.023,5.158,0.029,-0.029,4.803,0.016,-0.016,4.714,0.016,-0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.383,0.0003512,-0.0003512,,,,5.8631,0.006,-0.006,,,,2018-09-04,2017-03,2018-09-06,0.0,1.0,4.0,1.0,0.0,0.0,0.0
15,14 Her b,14 Her,b,HD 145675,HIP 79248,TIC 219483057,Gaia DR2 1385293808145621504,0,1,2,0,0,Radial Velocity,2002,<a refstr=BUTLER_ET_AL__2003 href=https://ui.adsabs.harvard.edu/abs/2003ApJ...582..455B/abstract target=ref> Butler et al. 2003 </a>,2003-01,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=GOZDZIEWSKI_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008MNRAS.385..957G/abstract target=ref> Gozdziewski et al. 2008</a>,1766.0,,,0.0,2.864,,,0.0,,,,,,,,,,,,,,,,,1581.138,,,0.0,4.975,,,0.0,,,,,,,,,1581.138,,,0.0,4.975,,,0.0,Msini,,,,,0.359,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.23,,,0.0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5280.0,163.21,-128.17,0.0,1.00235,0.054,-0.076,0.0,0.91,0.137622,-0.087564,0.0,0.4,0.1,-0.1,0.0,[M/H],-0.15273,0.01163,-0.0098,0.0,4.39507,0.093283,-0.087533,0.0,,,,,1.273928,0.349533,-0.30728,0.0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h10m24.50s,242.6021014,+43d48m58.90s,43.8163621,46.94447,69.16849,62.87885,223.24717,324.5303062,0.0424169,-0.0424169,132.019,0.0385189,-0.0385189,-296.464,0.0431481,-0.0431481,17.9323,0.0073,-0.0073,55.7363,0.022596,-0.022596,7.495,0.02,-0.02,6.61935,0.023,-0.023,5.158,0.029,-0.029,4.803,0.016,-0.016,4.714,0.016,-0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.383,0.0003512,-0.0003512,,,,5.8631,0.006,-0.006,,,,2018-04-25,2008-04,2014-08-21,0.0,1.0,4.0,1.0,0.0,0.0,0.0
16,14 Her b,14 Her,b,HD 145675,HIP 79248,TIC 219483057,Gaia DR2 1385293808145621504,0,1,2,0,0,Radial Velocity,2002,<a refstr=BUTLER_ET_AL__2003 href=https://ui.adsabs.harvard.edu/abs/2003ApJ...582..455B/abstract target=ref> Butler et al. 2003 </a>,2003-01,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,1766.41,0.67,-0.68,0.0,2.83,0.041,-0.041,0.0,,,,,,,,,,,,,,,,,1541.46777395,47.67426105,-47.67426105,0.0,4.85,0.15,-0.15,0.0,,,,,,,,,1541.46777395,47.67426105,-47.67426105,0.0,4.85,0.15,-0.15,0.0,Msini,,,,,0.3674,0.0035,-0.0038,0.0,,,,,,,,,,,,,2456834.4,1.7,-1.9,0.0,BJD,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.2,0.56,-0.69,0.0,89.49,0.65,-0.52,0.0,,,,,,,,,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,,5314.94,81.56,-81.56,0.0,0.995819,0.021652,-0.021652,0.0,0.969205,0.042098,-0.042098,0.0,0.4052,0.0466,-0.0466,0.0,[Fe/H],,,,,4.426953,0.03086,-0.03086,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h10m24.50s,242.6021014,+43d48m58.90s,43.8163621,46.94447,69.16849,62.87885,223.24717,324.5303062,0.0424169,-0.0424169,132.019,0.0385189,-0.0385189,-296.464,0.0431481,-0.0431481,17.9323,0.0073,-0.0073,55.7363,0.022596,-0.022596,7.495,0.02,-0.02,6.61935,0.023,-0.023,5.158,0.029,-0.029,4.803,0.016,-0.016,4.714,0.016,-0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.383,0.0003512,-0.0003512,,,,5.8631,0.006,-0.006,,,,2021-09-20,2021-07,2021-09-20,0.0,1.0,4.0,1.0,0.0,0.0,0.0
17,14 Her b,14 Her,b,HD 145675,HIP 79248,TIC 219483057,Gaia DR2 1385293808145621504,0,1,2,0,0,Radial Velocity,2002,<a refstr=BUTLER_ET_AL__2003 href=https://ui.adsabs.harvard.edu/abs/2003ApJ...582..455B/abstract target=ref> Butler et al. 2003 </a>,2003-01,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=BUTLER_ET_AL__2003 href=https://ui.adsabs.harvard.edu/abs/2003ApJ...582..455B/abstract target=ref> Butler et al. 2003 </a>,1724.0,50.0,-50.0,0.0,2.82,,,0.0,,,,,,,,,,,,,,,,,1554.12,,,0.0,4.89,,,0.0,,,,,,,,,1554.12,,,0.0,4.89,,,0.0,Msini,,,,,0.37,0.04,-0.04,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2451353.0,30.0,-30.0,0.0,15.0,15.0,-15.0,0.0,89.0,3.0,-3.0,0.0,,,,,,,,,<a refstr=BUTLER_ET_AL__2003 href=https://ui.adsabs.harvard.edu/abs/2003ApJ...582..455B/abstract target=ref> Butler et al. 2003 </a>,K0 V,,,,,,,,,1.0,,,0.0,0.35,,,0.0,[Fe/H],,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h10m24.50s,242.6021014,+43d48m58.90s,43.8163621,46.94447,69.16849,62.87885,223.24717,324.5303062,0.0424169,-0.0424169,132.019,0.0385189,-0.0385189,-296.464,0.0431481,-0.0431481,17.9323,0.0073,-0.0073,55.7363,0.022596,-0.022596,7.495,0.02,-0.02,6.61935,0.023,-0.023,5.158,0.029,-0.029,4.803,0.016,-0.016,4.714,0.016,-0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.383,0.0003512,-0.0003512,,,,5.8631,0.006,-0.006,,,,2018-04-25,2003-01,2014-08-21,0.0,1.0,4.0,1.0,0.0,0.0,0.0
18,16 Cyg B b,16 Cyg B,b,HD 186427,HIP 96901,TIC 27533327,Gaia DR2 2135550755683407232,0,3,1,0,0,Radial Velocity,1996,<a refstr=COCHRAN_ET_AL__1997 href=https://ui.adsabs.harvard.edu/abs/1997ApJ...483..457C/abstract target=ref> Cochran et al. 1997 </a>,1997-07,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=WITTENMYER_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...654..625W/abstract target=ref> Wittenmyer et al. 2007 </a>,799.5,0.6,-0.6,0.0,1.68,0.03,-0.03,0.0,,,,,,,,,,,,,,,,,533.93,22.25,-22.25,0.0,1.68,0.07,-0.07,0.0,,,,,,,,,533.93,22.25,-22.25,0.0,1.68,0.07,-0.07,0.0,Msini,,,,,0.689,0.011,-0.011,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2450539.3,1.6,-1.6,0.0,83.4,2.1,-2.1,0.0,51.2,1.1,-1.1,0.0,,,,,,,,,<a refstr=WITTENMYER_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...654..625W/abstract target=ref> Wittenmyer et al. 2007 </a>,G3 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h41m51.75s,295.4656422,+50d31m00.57s,50.5168243,13.20446,83.33558,69.46803,321.21176,211.1222128,0.0468803,-0.0468803,-134.791,0.0494634,-0.0494634,-162.493,0.0450169,-0.0450169,21.1397,0.011,-0.0111,47.2754,0.0245316,-0.0245316,6.876,0.0724983,-0.0724983,6.215,0.016,-0.016,4.993,0.037,-0.037,4.695,0.036,-0.036,4.651,0.016,-0.016,,,,,,,,,,,,,,,,4.773,0.236,-0.236,4.568,0.106,-0.106,4.926,0.033,-0.033,4.713,0.028,-0.028,6.06428,0.0006029,-0.0006029,,,,5.6281,0.006,-0.006,6.095,,,2018-04-25,2007-01,2014-09-18,5.0,1.0,4.0,3.0,0.0,0.0,0.0
19,16 Cyg B b,16 Cyg B,b,HD 186427,HIP 96901,TIC 27533327,Gaia DR2 2135550755683407232,0,3,1,0,0,Radial Velocity,1996,<a refstr=COCHRAN_ET_AL__1997 href=https://ui.adsabs.harvard.edu/abs/1997ApJ...483..457C/abstract target=ref> Cochran et al. 1997 </a>,1997-07,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=WITTENMYER_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007AJ....134.1276W/abstract target=ref> Wittenmyer et al. 2007 </a>,799.5,0.6,-0.6,0.0,1.68,0.03,-0.03,0.0,,,,,,,,,,,,,,,,,533.93,22.25,-22.25,0.0,1.68,0.07,-0.07,0.0,,,,,,,,,533.93,22.25,-22.25,0.0,1.68,0.07,-0.07,0.0,Msini,,,,,0.689,0.011,-0.011,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2450539.3,1.6,-1.6,0.0,83.4,2.1,-2.1,0.0,51.2,1.1,-1.1,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5747.0,143.26,-142.8,0.0,1.12827,0.079865,-0.046165,0.0,1.03,0.148362,-0.116303,0.0,0.06,0.1,-0.1,0.0,[M/H],0.09729,0.0094,-0.01338,0.0,4.34608,0.102056,-0.069629,0.0,,,,,1.011029,0.292731,-0.20081,0.0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h41m51.75s,295.4656422,+50d31m00.57s,50.5168243,13.20446,83.33558,69.46803,321.21176,211.1222128,0.0468803,-0.0468803,-134.791,0.0494634,-0.0494634,-162.493,0.0450169,-0.0450169,21.1397,0.011,-0.0111,47.2754,0.0245316,-0.0245316,6.876,0.0724983,-0.0724983,6.215,0.016,-0.016,4.993,0.037,-0.037,4.695,0.036,-0.036,4.651,0.016,-0.016,,,,,,,,,,,,,,,,4.773,0.236,-0.236,4.568,0.106,-0.106,4.926,0.033,-0.033,4.713,0.028,-0.028,6.06428,0.0006029,-0.0006029,,,,5.6281,0.006,-0.006,6.095,,,2018-04-25,2007-09,2014-09-18,5.0,1.0,4.0,3.0,0.0,0.0,0.0
20,16 Cyg B b,16 Cyg B,b,HD 186427,HIP 96901,TIC 27533327,Gaia DR2 2135550755683407232,0,3,1,0,0,Radial Velocity,1996,<a refstr=COCHRAN_ET_AL__1997 href=https://ui.adsabs.harvard.edu/abs/1997ApJ...483..457C/abstract target=ref> Cochran et al. 1997 </a>,1997-07,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,799.45,0.15,-0.15,0.0,1.676,0.025,-0.025,0.0,,,,,,,,,,,,,,,,,556.83536906,17.16273398,-16.84490557,0.0,1.752,0.054,-0.053,0.0,,,,,,,,,556.83536906,17.16273398,-16.84490557,0.0,1.752,0.054,-0.053,0.0,Msini,,,,,0.6832,0.0031,-0.0031,0.0,,,,,,,,,,,,,2456937.32,0.38,-0.38,0.0,BJD,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.74,0.6,-0.6,0.0,53.16,0.32,-0.31,0.0,,,,,,,,,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,,5711.97,93.25,-93.25,0.0,1.159464,0.027195,-0.027195,0.0,0.982996,0.044563,-0.044563,0.0,0.0739,0.0612,-0.0612,0.0,[Fe/H],,,,,4.300386,0.030681,-0.030681,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h41m51.75s,295.4656422,+50d31m00.57s,50.5168243,13.20446,83.33558,69.46803,321.21176,211.1222128,0.0468803,-0.0468803,-134.791,0.0494634,-0.0494634,-162.493,0.0450169,-0.0450169,21.1397,0.011,-0.0111,47.2754,0.0245316,-0.0245316,6.876,0.0724983,-0.0724983,6.215,0.016,-0.016,4.993,0.037,-0.037,4.695,0.036,-0.036,4.651,0.016,-0.016,,,,,,,,,,,,,,,,4.773,0.236,-0.236,4.568,0.106,-0.106,4.926,0.033,-0.033,4.713,0.028,-0.028,6.06428,0.0006029,-0.0006029,,,,5.6281,0.006,-0.006,6.095,,,2021-09-20,2021-07,2021-09-20,5.0,1.0,4.0,3.0,0.0,0.0,0.0
